id,alpha,alphap,beta,error
421705630,highway,foot,secondary,no
439042730,highway,railway,footway,yes
462958367,highway,service,residential,no
471569174,highway,maxheight,service,yes
471569174,highway,tunnel,service,no
781656957,highway,destination:ref,primary_link,yes
799233054,highway,lanes:forward,secondary,no
799233054,highway,turn:lanes:forward,secondary,no
799233055,highway,turn:lanes:backward,primary,no
904346122,highway,surface:note,service,no
1028649652,highway,tunnel,residential,no
54001340,tourism,created_by,apartment,yes
259273401,tourism,created_by,attraction,yes
259548795,tourism,source,hotel,no
343277211,tourism,place_number,guest_house,yes
343277231,tourism,place_number,museum,yes
343277260,tourism,contact:housenumber,museum,yes
343277260,tourism,contact:website,museum,no
343277260,tourism,source,museum,no
343277260,tourism,source:date,museum,no
433481434,tourism,addr:housenumber,artwork,no
433481434,tourism,addr:street,artwork,no
2545020792,tourism,contact:email,guest_house,no
2545020792,tourism,contact:mobile,guest_house,yes
3248936947,tourism,source,guest_house,no
3376135334,tourism,artwork_type,attraction,yes
3376135334,tourism,entrance,attraction,yes
4098252337,tourism,cost,museum,yes
4210789308,tourism,name:en,motel,no
4238529224,tourism,artwork_type,artwork,no
4238529224,tourism,name:zh,artwork,no
4253032400,tourism,addr:city_1,guest_house,yes
4253032400,tourism,addr:country,guest_house,no
4253032400,tourism,cellphone,guest_house,yes
4354439991,tourism,addr:postcode,information,no
4354439991,tourism,ele,information,yes
4354439991,tourism,wheelchair,information,no
4417411608,tourism,name:de,guest_house,no
4517160692,tourism,name:ja,artwork,no
4533859191,tourism,name:it,hostel,no
4566326689,tourism,name:ko,guest_house,no
4611578999,tourism,amenity,guest_house,yes
4611578999,tourism,cuisine,guest_house,yes
4661350097,tourism,addr:street_1,guest_house,yes
4737301322,tourism,air_conditioning,museum,no
4737301322,tourism,contact:email,museum,no
4737301322,tourism,contact:phone,museum,no
4737301322,tourism,internet_access,museum,no
4737301322,tourism,museum,museum,no
4737301322,tourism,name:it,museum,no
4737301322,tourism,operator:type,museum,no
4737301322,tourism,wheelchair,museum,no
4844557974,tourism,name:ja,guest_house,no
4844557974,tourism,name:ja_kana,guest_house,no
4890370619,tourism,stars,hostel,no
5039169076,tourism,addr:city,motel,no
5039169076,tourism,internet_access,motel,no
5039169076,tourism,operator,motel,no
5039169076,tourism,rooms,motel,no
5039169076,tourism,smoking,motel,no
5072500125,tourism,description,hostel,no
5084264123,tourism,name:it,attraction,no
5087294367,tourism,breakfast,guest_house,yes
5404273499,tourism,ele,apartment,yes
5404273499,tourism,payment:cash,apartment,no
5404273499,tourism,wheelchair,apartment,no
5583562822,tourism,image,apartment,yes
5585370263,tourism,phone_2,hotel,yes
5585370263,tourism,phone_3,hotel,yes
5871154277,tourism,payment:cash,guest_house,no
6067552285,tourism,name:fr,hostel,no
6074511724,tourism,date,museum,yes
6407459511,tourism,start_date,apartment,no
7630980785,tourism,shop,apartment,yes
7709083285,tourism,addr:postcode,attraction,no
34965972,tourism,area,attraction,yes
34965972,tourism,highway,attraction,yes
34965972,tourism,place,attraction,yes
34965972,tourism,short_name,attraction,no
34965972,tourism,surface,attraction,yes
34965972,tourism,wikidata,attraction,no
36735024,tourism,roof:colour,museum,yes
36735024,tourism,wikidata,museum,no
119098781,tourism,height,museum,yes
435893157,tourism,building,guest_house,yes
471575110,tourism,building,apartment,yes
4066065509,tourism,addr:full,hostel,no
4386490241,tourism,addr:city,hostel,no
4386490241,tourism,description,hostel,no
4386490241,tourism,internet_access,hostel,no
4386490241,tourism,rooms,hostel,no
4386490241,tourism,smoking,hostel,no
5146311621,tourism,name:de,hostel,no
5146311621,tourism,name:fr,hostel,no
5146311621,tourism,operator,hostel,no
5157570121,tourism,addr:postcode,guest_house,no
5157570121,tourism,internet_access,guest_house,no
5157570121,tourism,name:en,guest_house,no
5483183322,tourism,addr:housenumber,apartment,no
5483183322,tourism,addr:postcode,apartment,no
5483183322,tourism,addr:street,apartment,no
5483183322,tourism,email,apartment,yes
5483183322,tourism,name:en,apartment,no
5483183322,tourism,opening_hours,apartment,no
5483183322,tourism,phone,apartment,yes
